Country,Week,Alpha,Beta,Delta,Omicron,Other_variants,Total,Vaccinated,Fully_vaccinated,Boosted
PAK,202150,0,0,16,5,1,22,,,
PAK,202151,0,0,19,27,1,47,,,
PAK,202152,0,0,8,47,4,59,,,
PAK,202201,0,0,9,92,10,111,,,
PAK,202202,0,0,2,59,14,75,,,
PAK,202203,0,0,0,51,5,56,,,
PAK,202204,0,0,0,84,10,94,,,
PAK,202205,0,0,1,85,0,86,,,
PAK,202206,0,0,3,115,10,128,,,
PAK,202207,0,0,0,40,43,83,,,
PAK,202208,0,0,0,81,6,87,,,
PAK,202209,0,0,0,64,17,81,127532069.0,100163961.0,4646807.0
PAK,202210,0,0,0,27,7,34,,,
PAK,202211,0,0,0,17,11,28,,,
PAK,202212,0,0,0,11,0,11,,,
PAK,202213,0,0,0,22,2,24,,,
PAK,202214,0,0,0,28,0,28,,,
PAK,202215,0,0,0,15,0,15,,,
PAK,202216,0,0,0,10,0,10,134138393.0,121234326.0,6920775.0
PAK,202217,0,0,0,11,0,11,134313917.0,121757972.0,7065777.0
PAK,202218,0,0,0,6,0,6,134365662.0,121931215.0,7113731.0
PAK,202219,0,0,0,39,2,41,134642345.0,122533390.0,7348127.0
PAK,202220,0,0,0,6,0,6,134851479.0,122901010.0,7701522.0
PAK,202221,0,0,0,23,0,23,135030016.0,123128282.0,8109984.0
PAK,202222,0,0,0,23,2,25,135180109.0,123343319.0,8304411.0
PAK,202223,0,0,0,38,0,38,135622060.0,123974589.0,11327872.0
PAK,202224,0,0,0,107,2,109,136132226.0,124633798.0,15333936.0
PAK,202225,0,0,0,99,0,99,136683579.0,125841850.0,20250216.0
PAK,202226,0,0,1,150,1,152,137246872.0,127001622.0,25195058.0
PAK,202227,0,0,0,65,1,66,137652762.0,127969680.0,30049053.0
PAK,202228,0,0,0,87,1,88,137788368.0,128275677.0,31388655.0
PAK,202229,0,0,0,116,1,117,137952508.0,128695341.0,33632204.0
PAK,202230,0,0,0,38,0,38,138206755.0,129271041.0,35743464.0
PAK,202231,0,0,0,62,0,62,138476803.0,129921311.0,37581886.0
PAK,202232,0,0,0,75,0,75,,,
PAK,202233,0,0,0,48,0,48,138925794.0,130752685.0,39689681.0
PAK,202234,0,0,0,53,5,58,139058045.0,131011824.0,40377035.0
PAK,202235,0,0,0,47,3,50,139177409.0,131233589.0,41144508.0
PAK,202236,0,0,0,27,4,31,139234358.0,,41944988.0
PAK,202237,0,0,0,2,1,3,139295195.0,,42820839.0
PAK,202238,0,0,0,1,0,1,139356535.0,,43603347.0
PER,202010,0,0,0,0,6,6,,,
PER,202011,0,0,0,0,34,34,,,
PER,202012,0,0,0,0,68,68,,,
PER,202013,0,0,0,0,45,45,,,
PER,202014,0,0,0,0,55,55,,,
PER,202015,0,0,0,0,20,20,,,
PER,202016,0,0,0,0,40,40,,,
PER,202017,0,0,0,0,9,9,,,
PER,202018,0,0,0,0,9,9,,,
PER,202019,0,0,0,0,41,41,,,
PER,202020,0,0,0,0,5,5,,,
PER,202021,0,0,0,0,42,42,,,
PER,202022,0,0,0,0,7,7,,,
PER,202023,0,0,0,0,1,1,,,
PER,202024,0,0,0,0,8,8,,,
PER,202025,0,0,0,0,84,84,,,
PER,202026,0,0,0,0,10,10,,,
PER,202027,0,0,0,0,25,25,,,
PER,202028,0,0,0,0,5,5,,,
PER,202029,0,0,0,0,5,5,,,
PER,202030,0,0,0,0,5,5,,,
PER,202031,0,0,0,0,8,8,,,
PER,202032,0,0,0,0,24,24,,,
PER,202033,0,0,0,0,52,52,,,
PER,202034,0,0,0,0,54,54,,,
PER,202035,0,0,0,0,72,72,,,
PER,202036,0,0,0,0,55,55,,,
PER,202037,0,0,0,0,29,29,,,
PER,202038,0,0,0,0,32,32,,,
PER,202039,0,0,0,0,15,15,,,
PER,202040,0,0,0,0,8,8,,,
PER,202041,0,0,0,0,9,9,,,
PER,202042,0,0,0,0,113,113,,,
PER,202043,0,0,0,0,26,26,,,
PER,202044,0,0,0,0,2,2,,,
PER,202045,0,0,0,0,2,2,,,
PER,202046,0,0,2,0,7,9,,,
PER,202047,0,0,0,0,33,33,,,
PER,202048,0,0,0,0,20,20,,,
PER,202049,0,0,0,0,47,47,,,
PER,202050,0,0,0,0,85,85,,,
PER,202051,0,0,0,0,68,68,,,
PER,202052,0,0,0,0,41,41,,,
PER,202053,1,0,0,0,74,75,,,
PER,202101,0,0,0,0,86,86,,,
PER,202102,2,0,0,0,91,93,,,
PER,202103,0,0,0,0,103,103,,,
PER,202104,0,0,0,0,68,68,,,
PER,202105,0,0,0,0,109,109,,,
PER,202106,0,0,0,0,96,96,105843.0,,
PER,202107,0,0,0,0,81,81,198213.0,,
PER,202108,0,0,0,0,102,102,322197.0,,
PER,202109,1,0,0,0,136,137,357527.0,93206.0,
PER,202110,2,0,0,0,157,159,432194.0,174810.0,
PER,202111,0,0,0,0,131,131,566242.0,296338.0,
PER,202112,2,0,0,0,76,78,646862.0,335623.0,
PER,202113,5,0,0,0,119,124,672577.0,401830.0,
PER,202114,8,0,0,0,316,324,742601.0,505474.0,
PER,202115,1,0,0,0,223,224,799396.0,617752.0,
PER,202116,0,0,0,0,132,132,917769.0,648050.0,
PER,202117,0,0,0,0,187,187,1197143.0,709682.0,
PER,202118,0,0,0,0,166,166,1481953.0,761601.0,
PER,202119,2,0,3,0,178,183,1877911.0,871594.0,
PER,202120,0,0,0,0,199,199,2331904.0,1047810.0,
PER,202121,0,0,0,0,93,93,2898878.0,1292000.0,
PER,202122,0,0,0,0,409,409,3218768.0,1504135.0,
PER,202123,0,0,3,0,406,409,3736683.0,2069098.0,
PER,202124,0,0,3,0,306,309,3989956.0,2694690.0,
PER,202125,0,0,8,0,184,192,4335763.0,3064491.0,
PER,202126,0,0,2,0,175,177,4883718.0,3519322.0,
PER,202127,0,0,8,0,313,321,5928035.0,3781686.0,
PER,202128,0,0,25,0,306,331,6894438.0,4107488.0,
PER,202129,0,0,27,0,262,289,7777905.0,4599175.0,
PER,202130,0,0,27,0,143,170,8205287.0,5440486.0,
PER,202131,0,0,90,0,283,373,8885603.0,6379858.0,
PER,202132,0,0,79,0,332,411,9377762.0,7075550.0,
PER,202133,0,0,73,0,213,286,9817052.0,7677899.0,
PER,202134,0,0,144,0,205,349,10453256.0,8272421.0,
PER,202135,0,0,118,0,159,277,11361952.0,8837540.0,
PER,202136,0,0,211,0,191,402,13310413.0,9242118.0,
PER,202137,0,0,318,0,182,500,15160890.0,9790586.0,
PER,202138,0,0,315,0,150,465,16014931.0,10543210.0,
PER,202139,0,0,307,0,107,414,16816163.0,12015667.0,
PER,202140,0,0,352,0,71,423,17418597.0,13612054.0,
PER,202141,0,0,381,0,29,410,18170122.0,14532840.0,45772.0
PER,202142,0,0,373,0,29,402,18768081.0,15276360.0,174931.0
PER,202143,0,0,306,0,22,328,19261037.0,15854766.0,237456.0
PER,202144,0,0,387,0,23,410,20458450.0,16264045.0,296011.0
PER,202145,0,0,439,0,22,461,21350807.0,16887624.0,384039.0
PER,202146,0,0,412,0,14,426,22138687.0,17547545.0,464830.0
PER,202147,0,0,376,0,9,385,22758504.0,18646251.0,733086.0
PER,202148,0,0,310,2,16,328,23228648.0,19552388.0,1487127.0
PER,202149,0,0,571,4,5,580,23780812.0,20388624.0,2012035.0
PER,202150,0,0,432,68,2,502,24438080.0,21292444.0,2419980.0
PER,202151,0,0,236,231,2,469,24678894.0,21723624.0,3281517.0
PER,202152,0,0,132,136,0,268,24850981.0,22091610.0,4183132.0
PER,202201,0,0,163,512,0,675,25043517.0,22581653.0,5465868.0
PER,202202,0,0,27,633,2,662,25203659.0,22968077.0,6633734.0
PER,202203,0,0,10,396,0,406,25312853.0,23213070.0,7383015.0
PER,202204,0,0,1,419,0,420,25843877.0,23414789.0,7997979.0
PER,202205,0,0,2,724,0,726,26613108.0,23591870.0,8688797.0
PER,202206,0,0,0,565,0,565,27187574.0,23753015.0,9380903.0
PER,202207,0,0,0,476,0,476,27564454.0,24113187.0,9987971.0
PER,202208,0,0,1,556,0,557,27887130.0,24701181.0,10590589.0
PER,202209,0,0,0,337,0,337,28179926.0,25194486.0,11092114.0
PER,202210,0,0,1,252,0,253,28452986.0,25581608.0,11528668.0
PER,202211,0,0,2,198,0,200,28642672.0,25880495.0,11979920.0
PER,202212,0,0,1,134,0,135,28785899.0,26151120.0,12550460.0
PER,202213,0,0,0,79,0,79,28900006.0,26383643.0,13478356.0
PER,202214,0,0,1,82,0,83,28994648.0,26583221.0,14335156.0
PER,202215,0,0,0,60,1,61,29070645.0,26744151.0,15027678.0
PER,202216,0,0,0,81,1,82,29159374.0,26931021.0,15755679.0
PER,202217,0,0,0,105,1,106,29263714.0,27125902.0,16482197.0
PER,202218,0,0,1,112,0,113,29300173.0,27191682.0,16949779.0
PER,202219,0,0,0,194,0,194,29335253.0,27262295.0,17458985.0
PER,202220,0,0,0,323,0,323,29374950.0,27350665.0,17993718.0
PER,202221,0,0,0,421,0,421,29418469.0,27442503.0,18549532.0
PER,202222,0,0,1,457,1,459,29454073.0,27510319.0,19027014.0
PER,202223,0,0,0,622,0,622,29488902.0,27575165.0,19496745.0
PER,202224,0,0,0,760,0,760,29520286.0,27633838.0,19947991.0
PER,202225,0,0,0,1058,0,1058,29548123.0,27687415.0,20445369.0
PER,202226,0,0,0,1078,0,1078,29575528.0,27737994.0,20988636.0
PER,202227,0,0,0,1157,0,1157,29602434.0,27785677.0,21508852.0
PER,202228,0,0,0,935,0,935,29641430.0,27849035.0,22180669.0
PER,202229,0,0,0,1011,0,1011,29682524.0,27914417.0,22875605.0
PER,202230,0,0,0,455,0,455,29709670.0,27957855.0,23348588.0
PER,202231,0,0,0,536,0,536,29732737.0,27993243.0,23759808.0
PER,202232,0,0,0,568,0,568,29760918.0,28037998.0,24223325.0
PER,202233,0,0,0,408,0,408,29792577.0,28088810.0,24726074.0
PER,202234,0,0,0,516,0,516,29822506.0,28137592.0,25193789.0
PER,202235,0,0,0,486,0,486,29839221.0,28165118.0,25466618.0
PER,202236,0,0,0,523,0,523,29854969.0,28191141.0,25718388.0
PER,202237,0,0,0,217,0,217,29870623.0,28218210.0,25992539.0
PHL,202004,0,0,0,0,1,1,,,
PHL,202005,0,0,0,0,5,5,,,
PHL,202006,0,0,0,0,1,1,,,
PHL,202010,0,0,0,0,4,4,,,
PHL,202011,0,0,0,0,18,18,,,
PHL,202012,0,0,0,0,3,3,,,
PHL,202013,0,0,0,0,9,9,,,
PHL,202014,0,0,0,0,4,4,,,
PHL,202015,0,0,0,0,5,5,,,
PHL,202016,0,0,0,0,3,3,,,
PHL,202020,0,0,0,0,2,2,,,
PHL,202022,0,0,0,0,1,1,,,
PHL,202024,0,0,0,0,1,1,,,
PHL,202025,0,0,0,0,4,4,,,
PHL,202026,0,0,0,0,10,10,,,
PHL,202027,0,0,0,0,11,11,,,
PHL,202028,0,0,0,0,56,56,,,
PHL,202029,0,0,0,0,13,13,,,
PHL,202030,0,0,0,0,22,22,,,
PHL,202031,0,0,0,0,15,15,,,
PHL,202032,0,0,0,0,26,26,,,
PHL,202033,0,0,0,0,15,15,,,
PHL,202034,0,0,0,0,14,14,,,
PHL,202035,0,0,0,0,20,20,,,
PHL,202036,0,0,0,0,5,5,,,
PHL,202037,0,0,0,0,4,4,,,
PHL,202038,0,0,0,0,12,12,,,
PHL,202039,0,0,0,0,10,10,,,
PHL,202040,0,0,0,0,5,5,,,
PHL,202041,0,0,0,0,2,2,,,
PHL,202042,0,0,0,0,12,12,,,
PHL,202043,0,0,0,0,4,4,,,
PHL,202044,0,0,0,0,25,25,,,
PHL,202045,0,0,0,0,106,106,,,
PHL,202046,0,0,0,0,79,79,,,
PHL,202047,0,0,0,0,104,104,,,
PHL,202048,0,0,0,0,79,79,,,
PHL,202049,0,0,0,0,150,150,,,
PHL,202050,1,0,0,0,119,120,,,
PHL,202051,0,0,0,0,185,185,,,
PHL,202052,0,0,0,0,172,172,,,
PHL,202053,2,0,0,0,69,71,,,
PHL,202101,18,0,0,0,310,328,,,
PHL,202102,16,0,0,0,213,229,,,
PHL,202103,15,0,0,0,291,306,,,
PHL,202104,13,0,0,0,310,323,,,
PHL,202105,6,4,0,0,243,253,,,
PHL,202106,24,19,0,0,175,218,,,
PHL,202107,50,31,0,0,167,248,,,
PHL,202108,22,54,0,0,88,164,,,
PHL,202109,56,66,0,0,68,190,25138.0,,
PHL,202110,133,172,0,0,75,380,193492.0,,
PHL,202111,148,172,0,0,54,374,336656.0,,
PHL,202112,184,258,0,0,49,491,656331.0,,
PHL,202113,192,254,0,0,42,488,795320.0,,
PHL,202114,97,174,2,0,25,298,,,
PHL,202115,57,65,4,0,29,155,1264811.0,191982.0,
PHL,202116,68,67,2,0,28,165,1522696.0,230769.0,
PHL,202117,94,117,2,0,12,225,1656643.0,284553.0,
PHL,202118,95,94,10,0,14,213,1951698.0,443796.0,
PHL,202119,57,75,1,0,17,150,2245397.0,675799.0,
PHL,202120,64,57,0,0,7,128,3147486.0,949939.0,
PHL,202121,85,111,2,0,28,226,,,
PHL,202122,153,149,1,0,20,323,4386467.0,1520788.0,
PHL,202123,109,127,0,0,12,248,5014582.0,1855472.0,
PHL,202124,95,152,6,0,13,266,6102625.0,2120134.0,
PHL,202125,244,238,27,0,27,536,,,
PHL,202126,105,178,79,0,20,382,,,
PHL,202127,116,160,170,0,46,492,9576619.0,3365745.0,
PHL,202128,174,168,225,0,48,615,,,
PHL,202129,80,94,290,0,29,493,,,
PHL,202130,110,83,508,0,41,742,,,
PHL,202131,34,43,549,0,28,654,,,
PHL,202132,39,27,503,0,7,576,,,
PHL,202133,16,23,545,0,3,587,,,
PHL,202134,2,1,261,0,1,265,,,
PHL,202135,1,0,98,0,5,104,,,
PHL,202136,0,1,94,0,4,99,,,
PHL,202137,0,0,1,0,2,3,,,
PHL,202138,0,0,2,0,1,3,,,
PHL,202140,0,0,4,0,0,4,,,
PHL,202141,0,0,36,0,0,36,,,
PHL,202144,0,0,14,0,0,14,,,
PHL,202145,0,0,8,0,0,8,,,
PHL,202146,0,0,13,1,0,14,,,
PHL,202147,1,0,0,3,0,4,,,
PHL,202148,0,0,0,3,0,3,,,
PHL,202149,0,0,0,4,0,4,,,
PHL,202150,0,0,1,22,0,23,,,
PHL,202151,0,0,1,125,0,126,,,
PHL,202152,0,0,2,655,3,660,,,
PHL,202201,0,0,0,1925,2,1927,,,
PHL,202202,0,0,0,1043,0,1043,,,
PHL,202203,0,0,0,700,5,705,,,
PHL,202204,0,0,0,540,0,540,,,
PHL,202205,0,0,0,676,0,676,,,
PHL,202206,0,0,0,418,0,418,,,
PHL,202207,0,0,0,304,1,305,,,
PHL,202208,0,0,0,177,0,177,,,
PHL,202209,0,0,0,113,0,113,,,
PHL,202210,0,0,0,67,0,67,,,
PHL,202211,0,0,0,27,0,27,,,
PHL,202212,0,0,0,41,0,41,,,
PHL,202213,0,0,0,33,0,33,,,
PHL,202214,0,0,0,37,0,37,,,
PHL,202215,0,0,1,14,0,15,,,
PHL,202216,0,0,0,24,0,24,,,
PHL,202217,1,0,3,39,0,43,,,
PHL,202218,0,0,0,30,0,30,,,
PHL,202219,0,0,0,38,0,38,,,
PHL,202220,0,0,0,38,0,38,,,
PHL,202221,0,0,2,59,0,61,,,
PHL,202222,0,0,0,62,1,63,,,
PHL,202223,0,0,1,120,1,122,,,
PHL,202224,0,0,0,104,1,105,,,
PHL,202225,0,0,0,203,0,203,,,
PHL,202226,0,0,0,112,1,113,,,
PHL,202227,0,0,0,146,0,146,,,
PHL,202228,0,0,0,229,0,229,,,
PHL,202229,0,0,1,255,0,256,,,
PHL,202230,0,0,0,197,0,197,,,
PHL,202231,0,0,0,119,0,119,,,
PHL,202232,0,0,0,142,0,142,,,
PHL,202233,0,0,0,51,0,51,,,
PHL,202234,0,0,0,47,0,47,,,
PHL,202235,0,0,0,4,0,4,,,
POL,202010,0,0,0,0,3,3,,,
POL,202011,0,0,0,0,2,2,,,
POL,202012,0,0,0,0,7,7,,,
POL,202013,0,0,0,0,22,22,,,
POL,202014,0,0,0,0,31,31,,,
POL,202015,0,0,0,0,19,19,,,
POL,202016,0,0,0,0,10,10,,,
POL,202017,1,0,0,0,19,20,,,
POL,202018,0,0,0,0,14,14,,,
POL,202019,0,0,0,0,20,20,,,
POL,202020,0,0,0,0,38,38,,,
POL,202021,0,0,0,0,16,16,,,
POL,202022,0,0,0,0,2,2,,,
POL,202023,0,0,0,0,19,19,,,
POL,202024,0,0,0,0,5,5,,,
POL,202025,0,0,0,0,1,1,,,
POL,202033,0,0,0,0,1,1,,,
POL,202035,0,0,0,0,2,2,,,
POL,202036,0,0,0,0,4,4,,,
POL,202037,0,0,0,0,3,3,,,
POL,202038,0,0,0,0,1,1,,,
POL,202039,0,0,0,0,7,7,,,
POL,202040,0,0,0,0,2,2,,,
POL,202041,0,0,0,0,3,3,,,
POL,202042,0,0,0,0,2,2,,,
POL,202043,0,0,0,0,5,5,,,
POL,202044,0,0,0,0,2,2,,,
POL,202045,0,0,0,0,7,7,,,
POL,202046,0,0,0,0,4,4,,,
POL,202047,0,0,0,0,3,3,,,
POL,202048,0,0,0,0,26,26,,,
POL,202049,0,0,0,0,9,9,,,
POL,202050,0,0,0,0,31,31,,,
POL,202051,0,0,0,0,40,40,,,
POL,202052,1,0,0,0,116,117,,,
POL,202053,0,0,1,0,13,14,50391.0,,
POL,202101,1,0,1,0,63,65,200022.0,,
POL,202102,17,0,0,0,119,136,457303.0,,
POL,202103,6,0,0,0,123,129,654184.0,46980.0,
POL,202104,28,0,0,0,182,210,958453.0,198478.0,
POL,202105,40,0,0,0,146,186,1200793.0,440365.0,
POL,202106,120,3,0,0,145,268,1466439.0,640650.0,
POL,202107,280,1,0,0,198,479,1772133.0,925682.0,
POL,202108,518,3,0,0,225,746,,,
POL,202109,631,2,0,0,143,776,2526389.0,1424715.0,
POL,202110,1094,2,0,0,131,1227,2914792.0,1602745.0,
POL,202111,811,2,0,0,55,868,3233998.0,1780169.0,
POL,202112,873,3,0,0,33,909,,,
POL,202113,1044,3,0,0,16,1063,,,
POL,202114,1028,1,0,0,17,1046,5529714.0,2105550.0,
POL,202115,1566,3,0,0,19,1588,,,
POL,202116,1529,3,1,0,13,1546,,,
POL,202117,1235,6,16,0,6,1263,8917338.0,2959722.0,
POL,202118,1335,3,26,0,9,1373,10185393.0,3650119.0,
POL,202119,1212,6,16,0,6,1240,11490114.0,4535597.0,
POL,202120,986,1,22,0,13,1022,12710402.0,5553678.0,
POL,202121,656,0,15,0,10,681,13580235.0,6786561.0,
POL,202122,327,2,6,0,15,350,14551620.0,8169746.0,
POL,202123,259,1,20,0,9,289,15457211.0,9675538.0,
POL,202124,91,0,15,0,5,111,16127860.0,11136832.0,
POL,202125,24,0,16,0,2,42,16649656.0,12612947.0,
POL,202126,54,0,59,0,7,120,17094868.0,13854142.0,
POL,202127,8,0,49,0,9,66,,,
POL,202128,9,0,85,0,7,101,17742406.0,16211976.0,
POL,202129,8,0,126,0,5,139,,,
POL,202130,7,0,163,0,10,180,18332060.0,17470071.0,
POL,202131,2,0,176,0,1,179,18605722.0,17863405.0,
POL,202132,1,0,155,0,2,158,18825714.0,18156083.0,
POL,202133,1,0,586,0,2,589,19031403.0,18443277.0,
POL,202134,2,0,383,0,1,386,19219260.0,18704011.0,
POL,202135,0,0,528,0,0,528,19382663.0,18927433.0,
POL,202136,0,0,633,0,0,633,19523117.0,19096932.0,
POL,202137,0,0,808,0,1,809,,,
POL,202138,0,0,843,0,3,846,19756349.0,19374121.0,
POL,202139,2,0,867,0,0,869,19853542.0,19500218.0,
POL,202140,0,0,1186,0,0,1186,,,
POL,202141,0,0,1109,0,0,1109,20026009.0,19725793.0,
POL,202142,0,0,1384,0,1,1385,20113535.0,19830320.0,
POL,202143,0,0,1365,0,2,1367,,,
POL,202144,0,0,2188,0,0,2188,20352407.0,20056333.0,1286458.0
POL,202145,0,0,1983,0,0,1983,,,
POL,202146,0,0,1064,0,0,1064,20619823.0,20264284.0,2017196.0
POL,202147,0,0,1240,0,0,1240,20807234.0,20398724.0,2728354.0
POL,202148,0,0,1519,0,0,1519,20968528.0,20521241.0,3637272.0
POL,202149,0,0,1997,5,0,2002,21171467.0,20685210.0,4858716.0
POL,202150,0,0,1738,21,0,1759,21378003.0,20835654.0,5852573.0
POL,202151,0,0,1662,102,4,1768,,20922571.0,6288858.0
POL,202152,0,0,1963,426,14,2403,21674039.0,21046692.0,6866619.0
POL,202201,0,0,2158,1801,44,4003,21842425.0,21228309.0,7721118.0
POL,202202,0,0,1235,3519,8,4762,,,
POL,202203,0,0,465,4828,0,5293,22174493.0,21570109.0,9531842.0
POL,202204,0,0,140,5532,2,5674,,,
POL,202205,0,0,41,5496,4,5541,22386559.0,21868932.0,10624696.0
POL,202206,0,0,16,4061,0,4077,22446900.0,21995811.0,10928422.0
POL,202207,0,0,6,2353,0,2359,22488032.0,22102872.0,11146515.0
POL,202208,0,0,1,1537,1,1539,22518846.0,22187035.0,11313191.0
POL,202209,0,0,0,1179,1,1180,22539353.0,22245134.0,11423942.0
POL,202210,0,0,2,1027,0,1029,,,
POL,202211,0,0,0,856,0,856,22569643.0,22315117.0,11603187.0
POL,202212,0,0,0,568,0,568,22582082.0,22338081.0,11674619.0
POL,202213,0,0,0,631,0,631,,,
POL,202214,0,0,1,339,0,340,,,
POL,202215,0,0,0,246,0,246,,,
POL,202216,0,0,1,91,0,92,22640263.0,22416229.0,11867647.0
POL,202217,0,0,0,149,0,149,22670819.0,22449245.0,11925570.0
POL,202218,0,0,0,95,1,96,22681066.0,22460681.0,11970123.0
POL,202219,0,0,0,99,0,99,22686468.0,22466753.0,12009601.0
POL,202220,0,0,0,89,0,89,22698876.0,22479533.0,12053906.0
POL,202221,0,0,0,78,0,78,,,
POL,202222,0,0,0,43,0,43,22724677.0,22502473.0,12110784.0
POL,202223,0,0,0,91,0,91,22728192.0,22506148.0,12127272.0
POL,202224,0,0,1,31,0,32,22730750.0,22508750.0,12137378.0
POL,202225,0,0,1,98,0,99,22734021.0,22513766.0,12153296.0
POL,202226,0,0,0,70,0,70,22736443.0,22516841.0,12164740.0
POL,202227,0,0,0,150,0,150,22738891.0,22519104.0,12181058.0
POL,202228,0,0,0,161,0,161,22741892.0,22521154.0,12199846.0
POL,202229,0,0,0,291,0,291,22745621.0,22524353.0,12245433.0
POL,202230,0,0,0,312,0,312,22749654.0,22527611.0,12515315.0
POL,202231,0,0,0,473,0,473,22753255.0,22530743.0,12841604.0
POL,202232,0,0,0,440,0,440,22758241.0,22535144.0,13225336.0
POL,202233,0,0,0,383,0,383,22761650.0,22538291.0,13380893.0
POL,202234,0,0,0,344,0,344,22767716.0,22544144.0,13609687.0
POL,202235,0,0,0,265,0,265,22771830.0,22548271.0,13731772.0
POL,202236,0,0,0,245,0,245,22775294.0,22551802.0,13827750.0
POL,202237,0,0,0,272,0,272,22779932.0,22555804.0,13900568.0
POL,202238,0,0,0,153,0,153,22783234.0,22558684.0,14106376.0
POL,202239,0,0,0,162,1,163,22787040.0,22562039.0,14311554.0
POL,202240,0,0,0,69,0,69,22791599.0,22564737.0,14485606.0
PRT,202010,0,0,0,0,14,14,,,
PRT,202011,0,0,0,0,70,70,,,
PRT,202012,0,0,0,0,376,376,,,
PRT,202013,0,0,0,0,633,633,,,
PRT,202014,0,0,0,0,243,243,,,
PRT,202015,0,0,0,0,75,75,,,
PRT,202016,0,0,0,0,54,54,,,
PRT,202017,0,0,0,0,41,41,,,
PRT,202018,0,0,0,0,21,21,,,
PRT,202019,0,0,0,0,9,9,,,
PRT,202020,0,0,0,0,6,6,,,
PRT,202021,0,0,0,0,22,22,,,
PRT,202022,0,0,0,0,48,48,,,
PRT,202023,0,0,0,0,39,39,,,
PRT,202024,0,0,0,0,26,26,,,
PRT,202025,0,0,0,0,13,13,,,
PRT,202026,0,0,0,0,19,19,,,
PRT,202027,0,0,0,0,33,33,,,
PRT,202028,0,0,0,0,30,30,,,
PRT,202029,0,0,0,0,1,1,,,
PRT,202034,0,0,0,0,3,3,,,
PRT,202035,0,0,0,0,33,33,,,
PRT,202036,0,0,0,0,3,3,,,
PRT,202043,0,0,0,0,1,1,,,
PRT,202044,0,0,0,0,1,1,,,
PRT,202045,0,0,0,0,9,9,,,
PRT,202046,1,0,0,0,323,324,,,
PRT,202047,0,0,0,0,63,63,,,
PRT,202048,0,0,0,0,23,23,,,
PRT,202049,0,0,0,0,12,12,,,
PRT,202050,1,0,0,0,7,8,,,
PRT,202051,15,0,0,0,14,29,,,
PRT,202052,47,1,0,0,175,223,,,
PRT,202053,39,1,0,0,49,89,,,
PRT,202101,42,2,0,0,178,222,,,
PRT,202102,80,0,0,0,567,647,,,
PRT,202103,36,0,0,0,68,104,,,
PRT,202104,49,0,0,0,87,136,,,
PRT,202105,31,0,0,0,24,55,,,
PRT,202106,447,2,0,0,375,824,,,
PRT,202107,62,5,0,0,32,99,,,
PRT,202108,13,3,0,0,7,23,,,
PRT,202109,549,24,0,0,98,671,,,
PRT,202110,340,14,0,0,77,431,,,
PRT,202111,36,1,0,0,19,56,,,
PRT,202112,8,4,0,0,7,19,,,
PRT,202113,39,2,0,0,2,43,,,
PRT,202114,1025,13,0,0,80,1118,,,
PRT,202115,407,10,0,0,38,455,,,
PRT,202116,53,4,2,0,15,74,,,
PRT,202117,19,3,2,0,9,33,,,
PRT,202118,645,13,25,0,46,729,,,
PRT,202119,255,9,39,0,41,344,,,
PRT,202120,17,0,36,0,2,55,,,
PRT,202121,7,1,41,0,6,55,,,
PRT,202122,220,1,196,0,23,440,,,
PRT,202123,290,1,430,0,30,751,,,
PRT,202124,98,0,304,0,12,414,,,
PRT,202125,71,4,617,0,9,701,,,
PRT,202126,55,0,523,0,6,584,,,
PRT,202127,20,0,474,0,3,497,,,
PRT,202128,11,0,789,0,2,802,,,
PRT,202129,4,1,504,0,4,513,,,
PRT,202130,4,0,493,0,1,498,,,
PRT,202131,1,0,446,0,1,448,,,
PRT,202132,1,0,533,0,3,537,,,
PRT,202133,0,0,500,0,0,500,,,
PRT,202134,0,0,522,0,0,522,,,
PRT,202135,0,0,593,0,1,594,,,
PRT,202136,0,0,544,0,3,547,,,
PRT,202137,0,0,584,0,0,584,,,
PRT,202138,0,0,533,0,5,538,,,
PRT,202139,0,0,485,0,0,485,,,
PRT,202140,0,0,513,0,0,513,,,
PRT,202141,0,0,423,0,0,423,,,
PRT,202142,0,0,491,0,0,491,,,
PRT,202143,0,0,558,0,1,559,,,
PRT,202144,0,0,466,0,1,467,,,
PRT,202145,0,0,506,0,0,506,,,
PRT,202146,0,0,579,1,0,580,,,
PRT,202147,0,0,627,18,0,645,,,
PRT,202148,0,0,505,21,0,526,,,
PRT,202149,0,0,407,29,0,436,,,
PRT,202150,0,0,436,59,0,495,,,
PRT,202151,0,0,234,189,0,423,,,
PRT,202152,0,0,101,323,0,424,,,
PRT,202201,0,0,67,465,0,532,,,
PRT,202202,0,0,35,518,0,553,,,
PRT,202203,0,0,17,518,0,535,,,
PRT,202204,0,0,23,494,0,517,,,
PRT,202205,0,0,5,515,0,520,,,
PRT,202206,0,0,3,525,0,528,,,
PRT,202207,0,0,1,528,0,529,,,
PRT,202208,0,0,1,389,0,390,,,
PRT,202209,0,0,0,523,0,523,,,
PRT,202210,0,0,1,515,0,516,,,
PRT,202211,0,0,0,573,0,573,,,
PRT,202212,0,0,1,565,0,566,,,
PRT,202213,0,0,0,580,0,580,,,
PRT,202214,0,0,2,538,0,540,,,
PRT,202215,0,0,0,555,0,555,,,
PRT,202216,0,0,0,530,0,530,,,
PRT,202217,0,0,0,542,0,542,,,
PRT,202218,0,0,0,586,0,586,,,
